Make_Year,Brand,Transmission,xMiles,Price,Owner_Count,Engine_cc,Fuel_Type,Color,Service_History,Accidents_Reported,Insurance_Valid,MileageCategory,Mileage
2016,Kia,Manual,27,"$11,049 ",3,"4,000",Petrol,Gray,Partial,0,Yes,Between 20k and 30k,"27,060"
2016,Hyundai,Manual,26,"$10,616 ",3,"3,000",Petrol,Silver,Partial,0,Yes,Between 20k and 30k,"25,780"
2016,Honda,Automatic,17,"$10,162 ",2,"4,000",Petrol,Blue,Partial,0,Yes,Between 10k and 20k,"17,020"
2016,Honda,Automatic,13,"$10,033 ",2,"4,000",Petrol,Silver,Partial,0,Yes,Between 10k and 20k,"13,370"
2016,Honda,Automatic,26,"$10,337 ",5,"4,000",Petrol,Black,Partial,0,No,Between 20k and 30k,"25,660"
2016,Kia,Manual,27,"$11,180 ",3,"2,500",Petrol,Black,Partial,0,Yes,Between 20k and 30k,"26,530"
2017,Hyundai,Manual,19,"$14,058 ",4,"5,000",Petrol,Blue,Partial,0,Yes,Between 10k and 20k,"18,680"
2017,Ford,Manual,22,"$10,827 ",4,"4,000",Petrol,White,Partial,0,No,Between 20k and 30k,"21,810"
2017,Volkswagen,Automatic,31,"$10,948 ",3,"3,000",Petrol,Gray,Partial,0,Yes,More than 30k,"30,830"
2017,Nissan,Automatic,19,"$11,870 ",1,"4,000",Petrol,Silver,Partial,0,No,Between 10k and 20k,"19,190"
2018,BMW,Manual,19,"$10,774 ",1,"3,000",Petrol,Gray,Partial,0,Yes,Between 10k and 20k,"19,350"
2018,Chevrolet,Manual,16,"$12,144 ",2,"4,000",Petrol,Silver,Partial,0,No,Between 10k and 20k,"16,260"
2018,Volkswagen,Manual,30,"$10,513 ",3,"3,000",Petrol,Gray,Partial,0,Yes,Between 20k and 30k,"29,760"
2018,Volkswagen,Automatic,23,"$12,678 ",1,"4,000",Petrol,White,Partial,0,Yes,Between 20k and 30k,"23,090"
2018,Hyundai,Manual,19,"$12,568 ",2,"4,000",Petrol,Red,Partial,0,Yes,Between 10k and 20k,"19,230"
2018,Honda,Automatic,22,"$12,633 ",3,"4,000",Petrol,Silver,Partial,0,Yes,Between 20k and 30k,"22,410"
2018,Hyundai,Automatic,18,"$10,571 ",5,"4,000",Petrol,Blue,Partial,0,No,Between 10k and 20k,"17,580"
2018,Nissan,Manual,5,"$11,226 ",2,"5,000",Petrol,Gray,Partial,0,Yes,Less than 10k,"5,210"
2019,Toyota,Manual,19,"$10,133 ",3,"3,000",Petrol,Black,Partial,0,Yes,Between 10k and 20k,"19,330"
2019,BMW,Manual,17,"$10,208 ",2,"2,000",Petrol,Gray,Partial,0,Yes,Between 10k and 20k,"17,310"
2019,Ford,Manual,21,"$13,180 ",1,"5,000",Petrol,White,Partial,0,Yes,Between 20k and 30k,"20,700"
2019,Nissan,Manual,18,"$13,056 ",4,"5,000",Petrol,Blue,Partial,0,Yes,Between 10k and 20k,"18,230"
2019,Kia,Manual,22,"$10,078 ",4,"3,000",Petrol,White,Partial,0,Yes,Between 20k and 30k,"21,780"
2019,Volkswagen,Manual,21,"$11,412 ",1,"2,000",Petrol,White,Partial,0,Yes,Between 20k and 30k,"20,980"
2019,Nissan,Automatic,18,"$11,393 ",3,"5,000",Petrol,Red,Partial,0,Yes,Between 10k and 20k,"17,920"
2019,Toyota,Automatic,20,"$12,605 ",2,"4,000",Petrol,Gray,Partial,0,No,Between 10k and 20k,"19,850"
2020,Chevrolet,Automatic,20,"$10,812 ",4,"4,000",Petrol,White,Partial,0,Yes,Between 10k and 20k,"19,590"
2020,Honda,Manual,9,"$10,828 ",5,"5,000",Petrol,Blue,Partial,0,Yes,Less than 10k,"9,440"
2020,Volkswagen,Automatic,18,"$13,853 ",1,"5,000",Petrol,Silver,Partial,0,Yes,Between 10k and 20k,"18,360"
2020,Hyundai,Manual,20,"$14,963 ",1,"4,000",Petrol,Black,Partial,0,No,Between 20k and 30k,"20,480"
2020,Nissan,Manual,25,"$13,166 ",3,"4,000",Petrol,Blue,Partial,0,Yes,Between 20k and 30k,"25,290"
2020,Chevrolet,Manual,21,"$12,459 ",1,"3,000",Petrol,Red,Partial,0,Yes,Between 20k and 30k,"20,570"
2021,Ford,Automatic,15,"$12,898 ",1,"4,000",Petrol,Red,Partial,0,Yes,Between 10k and 20k,"14,560"
2021,BMW,Automatic,25,"$12,732 ",2,"3,000",Petrol,Blue,Partial,0,Yes,Between 20k and 30k,"25,340"
2021,Toyota,Manual,12,"$14,104 ",3,"5,000",Petrol,Silver,Partial,0,Yes,Between 10k and 20k,"11,850"
2021,Honda,Manual,24,"$11,213 ",3,"2,500",Petrol,Red,Partial,0,Yes,Between 20k and 30k,"23,530"
2021,Chevrolet,Manual,19,"$11,406 ",1,"3,000",Petrol,Gray,Partial,0,Yes,Between 10k and 20k,"19,480"
2021,Chevrolet,Automatic,22,"$10,224 ",1,"3,000",Petrol,Blue,Partial,0,No,Between 20k and 30k,"22,020"
2021,Honda,Manual,20,"$11,329 ",3,"4,000",Petrol,Blue,Partial,0,Yes,Between 10k and 20k,"19,710"
2021,BMW,Automatic,29,"$13,551 ",4,"5,000",Petrol,Black,Partial,0,Yes,Between 20k and 30k,"29,060"
2021,Chevrolet,Manual,22,"$12,765 ",3,"4,000",Petrol,Gray,Partial,0,Yes,Between 20k and 30k,"21,900"
2021,Volkswagen,Manual,17,"$12,035 ",1,"5,000",Petrol,Red,Partial,0,Yes,Between 10k and 20k,"17,200"
2021,Chevrolet,Automatic,19,"$12,012 ",2,"4,000",Petrol,Black,Partial,0,Yes,Between 10k and 20k,"19,270"
2021,Ford,Manual,27,"$10,578 ",1,"1,200",Petrol,Silver,Partial,0,Yes,Between 20k and 30k,"27,090"
2021,Nissan,Manual,21,"$11,215 ",4,"5,000",Petrol,Gray,Partial,0,No,Between 20k and 30k,"20,960"
2022,Nissan,Automatic,24,"$12,333 ",1,"4,000",Petrol,Gray,Partial,0,Yes,Between 20k and 30k,"23,880"
2022,Honda,Manual,19,"$15,152 ",1,"5,000",Petrol,Blue,Partial,0,No,Between 10k and 20k,"19,170"
2022,Honda,Automatic,19,"$11,693 ",2,"4,000",Petrol,Red,Partial,0,Yes,Between 10k and 20k,"18,610"
2022,Kia,Manual,19,"$12,248 ",3,"5,000",Petrol,Red,Partial,0,Yes,Between 10k and 20k,"19,020"
2022,BMW,Manual,25,"$15,632 ",2,"5,000",Petrol,Gray,Partial,0,No,Between 20k and 30k,"25,040"
2023,Ford,Manual,18,"$11,829 ",5,"5,000",Petrol,Gray,Partial,0,Yes,Between 10k and 20k,"18,200"
2023,Ford,Manual,28,"$11,106 ",4,"3,000",Petrol,Gray,Partial,0,Yes,Between 20k and 30k,"27,870"
2023,Ford,Automatic,17,"$10,641 ",2,"2,500",Petrol,White,Partial,0,No,Between 10k and 20k,"17,080"
2023,Kia,Automatic,16,"$12,690 ",1,"4,000",Petrol,White,Partial,0,Yes,Between 10k and 20k,"15,800"
2023,Kia,Automatic,32,"$12,441 ",1,"3,000",Petrol,Black,Partial,0,Yes,More than 30k,"31,610"
2023,Ford,Automatic,23,"$11,589 ",3,"3,000",Petrol,Red,Partial,0,Yes,Between 20k and 30k,"23,150"
2023,Volkswagen,Automatic,21,"$13,414 ",2,"5,000",Petrol,Silver,Partial,0,Yes,Between 20k and 30k,"21,160"
2023,Nissan,Manual,11,"$15,155 ",1,"5,000",Petrol,Gray,Partial,0,Yes,Between 10k and 20k,"11,110"
2023,Hyundai,Automatic,17,"$13,025 ",2,"4,000",Petrol,Red,Partial,0,No,Between 10k and 20k,"16,530"
2023,Volkswagen,Automatic,18,"$12,877 ",5,"5,000",Petrol,Blue,Partial,0,Yes,Between 10k and 20k,"17,530"
2023,Ford,Manual,15,"$12,004 ",5,"4,000",Petrol,Red,Partial,0,Yes,Between 10k and 20k,"15,310"
1995,Volkswagen,Automatic,17,"$4,345 ",2,"1,800",Petrol,Black,Partial,0,No,Between 10k and 20k,"17,330"
1995,Volkswagen,Automatic,23,"$3,072 ",4,800,Petrol,Silver,Partial,0,No,Between 20k and 30k,"22,710"
1995,Honda,Automatic,15,"$6,835 ",2,"3,000",Petrol,Black,Partial,0,No,Between 10k and 20k,"14,970"
1995,BMW,Manual,21,"$4,541 ",3,"1,800",Petrol,Black,Partial,0,No,Between 20k and 30k,"20,730"
1995,Toyota,Manual,21,"$2,843 ",4,800,Petrol,Red,Partial,0,No,Between 20k and 30k,"21,180"
1995,Chevrolet,Automatic,14,"$3,951 ",2,"3,000",Petrol,Red,Partial,0,No,Between 10k and 20k,"14,120"
1995,Honda,Manual,8,"$7,022 ",4,"5,000",Petrol,Black,Partial,0,No,Less than 10k,"7,870"
1995,Hyundai,Manual,17,"$9,321 ",4,"5,000",Petrol,Red,Partial,0,No,Between 10k and 20k,"17,050"
1995,Hyundai,Manual,19,"$5,328 ",2,"1,800",Petrol,Black,Partial,0,No,Between 10k and 20k,"18,820"
1995,Hyundai,Automatic,12,"$2,077 ",5,"2,000",Petrol,White,Partial,0,No,Between 10k and 20k,"12,120"
1995,Honda,Automatic,14,"$2,131 ",3,"1,200",Petrol,Blue,Partial,0,No,Between 10k and 20k,"14,420"
1996,Chevrolet,Manual,9,"$1,000 ",4,800,Petrol,Red,Partial,0,No,Less than 10k,"9,340"
1996,Ford,Manual,25,"$7,664 ",3,"5,000",Petrol,Silver,Partial,0,No,Between 20k and 30k,"24,520"
1996,Chevrolet,Manual,22,"$4,293 ",1,"1,800",Petrol,Red,Partial,0,No,Between 20k and 30k,"22,230"
1996,Toyota,Manual,17,"$3,756 ",3,"1,800",Petrol,White,Partial,0,No,Between 10k and 20k,"17,340"
1997,Hyundai,Manual,21,"$3,626 ",5,"1,800",Petrol,Silver,Partial,0,No,Between 20k and 30k,"21,300"
1997,Volkswagen,Manual,19,"$3,221 ",5,"2,000",Petrol,Blue,Partial,0,No,Between 10k and 20k,"18,520"
1997,Honda,Automatic,24,"$8,954 ",2,"4,000",Petrol,Gray,Partial,0,No,Between 20k and 30k,"24,210"
1997,Ford,Automatic,16,"$8,419 ",2,"5,000",Petrol,Gray,Partial,0,No,Between 10k and 20k,"16,110"
1997,Nissan,Automatic,23,"$5,296 ",2,"1,800",Petrol,White,Partial,0,No,Between 20k and 30k,"22,820"
1997,Honda,Automatic,5,"$3,803 ",3,"2,000",Petrol,Blue,Partial,0,No,Less than 10k,"5,000"
1998,Volkswagen,Manual,14,"$5,357 ",3,"2,500",Petrol,Blue,Partial,0,No,Between 10k and 20k,"14,250"
1998,Ford,Manual,18,"$5,180 ",1,"2,500",Petrol,Black,Partial,0,No,Between 10k and 20k,"18,360"
1998,Hyundai,Automatic,18,"$2,626 ",4,"1,500",Petrol,Red,Partial,0,No,Between 10k and 20k,"18,050"
1998,Honda,Automatic,21,"$3,219 ",5,"1,000",Petrol,Blue,Partial,0,No,Between 20k and 30k,"21,410"
1999,BMW,Automatic,26,"$6,222 ",2,"1,500",Petrol,Blue,Partial,0,No,Between 20k and 30k,"26,270"
1999,Honda,Manual,22,"$8,583 ",1,"2,500",Petrol,Gray,Partial,0,No,Between 20k and 30k,"22,480"
1999,Nissan,Automatic,16,"$6,320 ",1,"2,500",Petrol,Black,Partial,0,No,Between 10k and 20k,"15,890"
1999,Toyota,Automatic,17,"$8,118 ",3,"4,000",Petrol,Black,Partial,0,No,Between 10k and 20k,"17,330"
1999,Toyota,Automatic,28,"$9,654 ",2,"3,000",Petrol,Red,Partial,0,No,Between 20k and 30k,"27,930"
1999,Volkswagen,Manual,24,"$3,141 ",5,"1,200",Petrol,Silver,Partial,0,No,Between 20k and 30k,"23,790"
1999,Volkswagen,Automatic,27,"$5,838 ",1,"1,200",Petrol,Blue,Partial,0,No,Between 20k and 30k,"26,790"
1999,Toyota,Automatic,18,"$6,103 ",1,"1,200",Petrol,Black,Partial,0,No,Between 10k and 20k,"18,340"
1999,Ford,Manual,19,"$5,709 ",1,"1,200",Petrol,White,Partial,0,No,Between 10k and 20k,"19,190"
2000,Volkswagen,Manual,12,"$4,327 ",5,"4,000",Petrol,Red,Partial,0,No,Between 10k and 20k,"11,730"
2000,Ford,Manual,17,"$7,844 ",3,"5,000",Petrol,Silver,Partial,0,No,Between 10k and 20k,"16,640"
2000,BMW,Automatic,27,"$5,995 ",4,"2,000",Petrol,Silver,Partial,0,No,Between 20k and 30k,"27,020"
2001,Kia,Manual,21,"$7,146 ",4,"3,000",Petrol,Blue,Partial,0,No,Between 20k and 30k,"20,970"
2001,Ford,Automatic,19,"$4,796 ",1,800,Petrol,Red,Partial,0,No,Between 10k and 20k,"18,880"
2001,Kia,Manual,9,"$7,243 ",2,"4,000",Petrol,Red,Partial,0,No,Less than 10k,"8,550"
2002,Kia,Automatic,13,"$3,871 ",3,"1,800",Petrol,Silver,Partial,0,No,Between 10k and 20k,"13,100"
2002,Volkswagen,Automatic,23,"$8,968 ",5,"4,000",Petrol,Gray,Partial,0,No,Between 20k and 30k,"22,990"
2002,Chevrolet,Automatic,7,"$2,255 ",2,"1,500",Petrol,Silver,Partial,0,No,Less than 10k,"7,420"
2002,Honda,Manual,15,"$7,747 ",1,"4,000",Petrol,Red,Partial,0,No,Between 10k and 20k,"14,940"
2002,Kia,Manual,18,"$5,696 ",5,"2,500",Petrol,Blue,Partial,0,No,Between 10k and 20k,"18,390"
2003,Toyota,Manual,15,"$3,709 ",4,800,Petrol,Gray,Partial,0,No,Between 10k and 20k,"14,500"
2003,Toyota,Automatic,17,"$4,620 ",1,800,Petrol,Blue,Partial,0,No,Between 10k and 20k,"17,450"
2003,Toyota,Automatic,18,"$8,905 ",4,"5,000",Petrol,Blue,Partial,0,No,Between 10k and 20k,"17,520"
2003,Nissan,Automatic,15,"$5,435 ",3,"2,000",Petrol,White,Partial,0,No,Between 10k and 20k,"15,230"
2004,Honda,Automatic,21,"$6,185 ",4,"2,000",Petrol,Blue,Partial,0,No,Between 20k and 30k,"20,920"
2004,Chevrolet,Manual,19,"$7,592 ",4,"3,000",Petrol,Red,Partial,0,No,Between 10k and 20k,"18,970"
2004,BMW,Automatic,16,"$4,588 ",5,"1,800",Petrol,Red,Partial,0,No,Between 10k and 20k,"16,150"
2004,BMW,Manual,12,"$5,120 ",2,"2,500",Petrol,Silver,Partial,0,No,Between 10k and 20k,"12,210"
2004,Volkswagen,Manual,21,"$4,399 ",4,"1,500",Petrol,Red,Partial,0,No,Between 20k and 30k,"21,310"
2004,Ford,Manual,19,"$8,242 ",3,"5,000",Petrol,Blue,Partial,0,No,Between 10k and 20k,"19,320"
2004,Nissan,Manual,14,"$4,018 ",2,"1,500",Petrol,Blue,Partial,0,No,Between 10k and 20k,"14,460"
2004,Hyundai,Manual,7,"$5,757 ",3,"1,500",Petrol,Blue,Partial,0,No,Less than 10k,"7,140"
2004,Nissan,Automatic,16,"$6,471 ",2,"2,000",Petrol,Gray,Partial,0,No,Between 10k and 20k,"16,120"
2005,BMW,Manual,12,"$3,445 ",1,"1,000",Petrol,Red,Partial,0,No,Between 10k and 20k,"12,110"
2005,BMW,Manual,20,"$6,658 ",4,"2,500",Petrol,Silver,Partial,0,No,Between 10k and 20k,"19,860"
2005,Ford,Automatic,18,"$6,984 ",4,"3,000",Petrol,Black,Partial,0,No,Between 10k and 20k,"17,660"
2005,BMW,Manual,13,"$3,110 ",2,"1,000",Petrol,Gray,Partial,0,No,Between 10k and 20k,"13,460"
2005,Chevrolet,Manual,19,"$3,363 ",5,"1,500",Petrol,Black,Partial,0,No,Between 10k and 20k,"18,530"
2006,Chevrolet,Automatic,13,"$4,549 ",3,"1,500",Petrol,Gray,Partial,0,No,Between 10k and 20k,"13,490"
2006,Toyota,Manual,10,"$4,735 ",5,"2,000",Petrol,Red,Partial,0,No,Between 10k and 20k,"10,330"
2006,Chevrolet,Manual,9,"$3,151 ",4,"1,200",Petrol,White,Partial,0,No,Less than 10k,"9,020"
2006,Chevrolet,Automatic,9,"$9,210 ",3,"5,000",Petrol,Red,Partial,0,No,Less than 10k,"9,010"
2006,Kia,Automatic,18,"$3,886 ",2,800,Petrol,Gray,Partial,0,No,Between 10k and 20k,"18,150"
2006,BMW,Manual,21,"$4,999 ",5,800,Petrol,Gray,Partial,0,No,Between 20k and 30k,"21,280"
2006,Chevrolet,Manual,19,"$8,970 ",3,"4,000",Petrol,Blue,Partial,0,No,Between 10k and 20k,"18,900"
2006,Chevrolet,Manual,17,"$8,375 ",4,"5,000",Petrol,Red,Partial,0,No,Between 10k and 20k,"16,630"
2006,Hyundai,Automatic,13,"$4,508 ",1,800,Petrol,Red,Partial,0,No,Between 10k and 20k,"12,670"
2007,Nissan,Manual,13,"$3,915 ",1,800,Petrol,Red,Partial,0,No,Between 10k and 20k,"12,550"
2007,Honda,Manual,6,"$8,564 ",2,"3,000",Petrol,Silver,Partial,0,No,Less than 10k,"6,310"
2007,Volkswagen,Automatic,27,"$5,257 ",4,"1,000",Petrol,Black,Partial,0,No,Between 20k and 30k,"26,840"
2007,Honda,Manual,12,"$4,583 ",2,"1,200",Petrol,Silver,Partial,0,No,Between 10k and 20k,"12,310"
2007,Chevrolet,Automatic,12,"$5,948 ",4,"3,000",Petrol,Silver,Partial,0,No,Between 10k and 20k,"12,140"
2008,Volkswagen,Manual,13,"$8,386 ",4,"5,000",Petrol,White,Partial,0,No,Between 10k and 20k,"13,110"
2008,Nissan,Automatic,14,"$9,851 ",3,"4,000",Petrol,Black,Partial,0,No,Between 10k and 20k,"13,720"
2008,Honda,Automatic,16,"$4,064 ",1,"1,200",Petrol,White,Partial,0,No,Between 10k and 20k,"16,200"
2008,Toyota,Manual,20,"$3,796 ",2,"1,500",Petrol,Silver,Partial,0,No,Between 20k and 30k,"20,240"
2009,Hyundai,Manual,20,"$7,252 ",5,"1,800",Petrol,Blue,Partial,0,No,Between 20k and 30k,"20,400"
2009,Hyundai,Manual,24,"$5,940 ",3,"1,200",Petrol,Blue,Partial,0,No,Between 20k and 30k,"23,810"
2009,Chevrolet,Automatic,12,"$6,411 ",5,"2,500",Petrol,Red,Partial,0,No,Between 10k and 20k,"11,960"
2010,Volkswagen,Manual,18,"$3,247 ",5,800,Petrol,White,Partial,0,No,Between 10k and 20k,"18,080"
2010,Ford,Manual,21,"$5,828 ",3,"1,500",Petrol,Blue,Partial,0,No,Between 20k and 30k,"20,830"
2010,Volkswagen,Automatic,11,"$9,984 ",3,"5,000",Petrol,Gray,Partial,0,No,Between 10k and 20k,"10,630"
2010,BMW,Automatic,18,"$4,804 ",4,"1,800",Petrol,Red,Partial,0,No,Between 10k and 20k,"18,180"
2010,Toyota,Manual,15,"$7,607 ",2,"1,800",Petrol,Silver,Partial,0,No,Between 10k and 20k,"14,510"
2010,Nissan,Automatic,13,"$7,541 ",1,"2,500",Petrol,Gray,Partial,0,No,Between 10k and 20k,"12,720"
2010,Volkswagen,Manual,18,"$7,560 ",3,"4,000",Petrol,Gray,Partial,0,No,Between 10k and 20k,"17,840"
2010,Nissan,Manual,18,"$5,425 ",1,800,Petrol,Red,Partial,0,No,Between 10k and 20k,"18,040"
2010,Honda,Manual,21,"$6,331 ",3,"2,500",Petrol,Silver,Partial,0,No,Between 20k and 30k,"20,960"
2011,Chevrolet,Manual,23,"$7,884 ",2,"2,000",Petrol,White,Partial,0,No,Between 20k and 30k,"23,290"
2011,Hyundai,Manual,21,"$6,062 ",5,"1,200",Petrol,Black,Partial,0,No,Between 20k and 30k,"20,950"
2011,Hyundai,Manual,20,"$9,312 ",4,"4,000",Petrol,White,Partial,0,No,Between 20k and 30k,"20,020"
2011,Hyundai,Automatic,15,"$9,524 ",3,"4,000",Petrol,Black,Partial,0,No,Between 10k and 20k,"14,920"
2011,Ford,Automatic,13,"$5,056 ",3,"1,500",Petrol,Gray,Partial,0,No,Between 10k and 20k,"12,500"
2012,Volkswagen,Manual,26,"$7,575 ",1,"1,800",Petrol,Blue,Partial,0,No,Between 20k and 30k,"25,910"
2012,Chevrolet,Automatic,18,"$5,039 ",4,"1,200",Petrol,Black,Partial,0,No,Between 10k and 20k,"17,940"
2012,Hyundai,Automatic,20,"$7,748 ",1,"1,800",Petrol,Red,Partial,0,No,Between 10k and 20k,"19,720"
2012,Toyota,Automatic,13,"$5,308 ",5,"2,500",Petrol,Silver,Partial,0,No,Between 10k and 20k,"13,340"
2012,Honda,Manual,22,"$9,005 ",3,"3,000",Petrol,Gray,Partial,0,No,Between 20k and 30k,"21,950"
2012,Kia,Manual,21,"$8,994 ",3,"2,000",Petrol,White,Partial,0,No,Between 20k and 30k,"21,470"
2012,Nissan,Manual,14,"$9,490 ",1,"3,000",Petrol,Gray,Partial,0,No,Between 10k and 20k,"14,460"
2013,Honda,Manual,18,"$5,822 ",2,"1,000",Petrol,Black,Partial,0,No,Between 10k and 20k,"17,940"
2013,Ford,Manual,29,"$7,717 ",2,"3,000",Petrol,Silver,Partial,0,No,Between 20k and 30k,"29,040"
2013,Volkswagen,Automatic,14,"$6,110 ",5,"3,000",Petrol,Silver,Partial,0,No,Between 10k and 20k,"13,770"
2013,Chevrolet,Automatic,19,"$6,086 ",3,"2,000",Petrol,Silver,Partial,0,No,Between 10k and 20k,"18,940"
2013,Kia,Automatic,13,"$5,355 ",2,"2,000",Petrol,White,Partial,0,No,Between 10k and 20k,"12,970"
2014,Honda,Manual,21,"$5,967 ",3,"1,000",Petrol,Silver,Partial,0,No,Between 20k and 30k,"20,540"
2014,Kia,Manual,18,"$9,664 ",1,"2,500",Petrol,Blue,Partial,0,No,Between 10k and 20k,"18,450"
2014,Chevrolet,Automatic,14,"$8,990 ",5,"5,000",Petrol,Black,Partial,0,No,Between 10k and 20k,"13,890"
2014,Volkswagen,Manual,17,"$6,935 ",4,"2,500",Petrol,Silver,Partial,0,No,Between 10k and 20k,"17,170"
2014,BMW,Manual,23,"$6,676 ",1,800,Petrol,Blue,Partial,0,No,Between 20k and 30k,"22,530"
2014,Ford,Automatic,27,"$9,237 ",2,"3,000",Petrol,Black,Partial,0,No,Between 20k and 30k,"26,970"
2015,Chevrolet,Manual,20,"$8,080 ",2,"1,800",Petrol,Gray,Partial,0,No,Between 20k and 30k,"20,160"
2015,Nissan,Manual,21,"$6,962 ",5,"1,200",Petrol,Black,Partial,0,No,Between 20k and 30k,"20,530"
2016,Volkswagen,Automatic,21,"$8,274 ",4,"1,800",Petrol,Gray,Partial,0,No,Between 20k and 30k,"20,800"
2016,BMW,Manual,10,"$4,208 ",5,"1,800",Petrol,White,Partial,0,No,Between 10k and 20k,"10,440"
2016,BMW,Automatic,18,"$7,263 ",1,800,Petrol,Silver,Partial,0,No,Between 10k and 20k,"17,900"
2016,Ford,Manual,12,"$3,984 ",5,800,Petrol,Blue,Partial,0,No,Between 10k and 20k,"12,230"
2016,Hyundai,Manual,17,"$7,405 ",5,"3,000",Petrol,Black,Partial,0,No,Between 10k and 20k,"16,840"
2017,Honda,Manual,23,"$8,255 ",5,"2,000",Petrol,Black,Partial,0,No,Between 20k and 30k,"23,180"
2017,Hyundai,Automatic,17,"$6,844 ",1,800,Petrol,Silver,Partial,0,No,Between 10k and 20k,"17,360"
2017,Hyundai,Automatic,15,"$5,707 ",2,800,Petrol,Red,Partial,0,No,Between 10k and 20k,"15,040"
2017,Toyota,Manual,21,"$5,896 ",3,"1,200",Petrol,White,Partial,0,No,Between 20k and 30k,"20,880"
2019,Nissan,Manual,16,"$5,690 ",4,"1,800",Petrol,Red,Partial,0,No,Between 10k and 20k,"16,050"
2019,Kia,Manual,24,"$9,277 ",4,"2,500",Petrol,White,Partial,0,No,Between 20k and 30k,"23,960"
2019,Hyundai,Manual,15,"$8,225 ",4,"2,500",Petrol,Black,Partial,0,No,Between 10k and 20k,"14,700"
2019,Chevrolet,Manual,19,"$8,252 ",2,"2,500",Petrol,Red,Partial,0,No,Between 10k and 20k,"19,130"
2020,Honda,Manual,16,"$7,110 ",1,800,Petrol,Black,Partial,0,No,Between 10k and 20k,"15,670"
2020,BMW,Manual,23,"$7,622 ",4,"1,500",Petrol,Silver,Partial,0,No,Between 20k and 30k,"22,570"
2020,Nissan,Manual,26,"$8,752 ",1,"1,000",Petrol,Blue,Partial,0,No,Between 20k and 30k,"26,430"
2020,Hyundai,Manual,19,"$7,610 ",5,"2,500",Petrol,Blue,Partial,0,No,Between 10k and 20k,"18,570"
2020,Hyundai,Manual,13,"$9,151 ",4,"4,000",Petrol,Gray,Partial,0,No,Between 10k and 20k,"12,790"
2020,Ford,Manual,10,"$9,069 ",1,"2,000",Petrol,Gray,Partial,0,No,Between 10k and 20k,"10,160"
2021,Nissan,Manual,20,"$6,218 ",1,"1,200",Petrol,White,Partial,0,No,Between 20k and 30k,"20,180"
2021,Honda,Manual,10,"$8,401 ",1,"1,200",Petrol,Gray,Partial,0,No,Less than 10k,"9,760"
2021,Chevrolet,Automatic,14,"$8,552 ",5,"4,000",Petrol,Black,Partial,0,No,Between 10k and 20k,"13,620"
2021,Volkswagen,Manual,20,"$6,767 ",5,"1,500",Petrol,Blue,Partial,0,No,Between 10k and 20k,"19,960"
2022,Kia,Manual,20,"$8,816 ",1,"2,500",Petrol,Blue,Partial,0,No,Between 20k and 30k,"20,240"
2022,Ford,Manual,14,"$8,156 ",3,"2,500",Petrol,Silver,Partial,0,No,Between 10k and 20k,"13,870"
2022,Honda,Automatic,18,"$7,348 ",2,"1,200",Petrol,Black,Partial,0,No,Between 10k and 20k,"18,370"
2022,Toyota,Manual,16,"$7,315 ",3,"1,200",Petrol,Gray,Partial,0,No,Between 10k and 20k,"15,570"
2022,Hyundai,Manual,19,"$9,211 ",2,"1,500",Petrol,Silver,Partial,0,No,Between 10k and 20k,"19,410"
2022,Kia,Automatic,14,"$8,677 ",2,"2,000",Petrol,Silver,Partial,0,No,Between 10k and 20k,"13,980"
2022,Nissan,Manual,23,"$5,836 ",2,"1,000",Petrol,Gray,Partial,0,No,Between 20k and 30k,"22,720"
2023,Honda,Manual,12,"$6,404 ",2,"1,000",Petrol,Blue,Partial,0,No,Between 10k and 20k,"11,800"
2023,BMW,Manual,17,"$7,070 ",2,800,Petrol,Blue,Partial,0,No,Between 10k and 20k,"17,490"
1995,Toyota,Manual,24,"$4,591 ",1,"1,000",Petrol,White,Partial,0,Yes,Between 20k and 30k,"24,360"
1995,Hyundai,Manual,23,"$6,519 ",1,"2,000",Petrol,Red,Partial,0,Yes,Between 20k and 30k,"23,290"
1996,Kia,Automatic,20,"$6,653 ",1,"2,000",Petrol,White,Partial,0,Yes,Between 20k and 30k,"20,490"
1996,Volkswagen,Manual,13,"$4,379 ",1,"1,000",Petrol,Silver,Partial,0,Yes,Between 10k and 20k,"13,490"
1997,Kia,Automatic,20,"$3,727 ",1,800,Petrol,Black,Partial,0,Yes,Between 10k and 20k,"19,600"
1997,Chevrolet,Automatic,28,"$6,540 ",1,800,Petrol,Black,Partial,0,Yes,Between 20k and 30k,"27,970"
1997,BMW,Automatic,32,"$9,762 ",1,"2,500",Petrol,Black,Partial,0,Yes,More than 30k,"32,170"
1998,Toyota,Manual,13,"$2,404 ",1,"1,500",Petrol,Gray,Partial,0,Yes,Between 10k and 20k,"13,130"
1998,Chevrolet,Automatic,13,"$3,229 ",1,"1,000",Petrol,Gray,Partial,0,Yes,Between 10k and 20k,"13,030"
1999,Kia,Manual,26,"$6,142 ",1,"1,800",Petrol,Silver,Partial,0,Yes,Between 20k and 30k,"25,880"
1999,Toyota,Automatic,17,"$4,772 ",1,"1,500",Petrol,Black,Partial,0,Yes,Between 10k and 20k,"17,210"
1999,Chevrolet,Automatic,15,"$5,699 ",1,"1,500",Petrol,Blue,Partial,0,Yes,Between 10k and 20k,"15,290"
1999,Ford,Manual,16,"$8,689 ",1,"5,000",Petrol,White,Partial,0,Yes,Between 10k and 20k,"15,830"
